a
b
d
d̪
d͡ʒ
e
f
i
j
k
l
m
n
o
p
r
s
t
t̪
t͡ʃ
u
v
w
x
z
æ
ð
ɔ
ə
ɛ
ɡ
ɲ
ɾ
ʀ
ʃ
ʒ
β
