a
aː
e
eː
h
i
j
k
l
m
n
p
r
s
t
t͡s
u
uː
w
y
ã
ĩ
ũ
ɐ̃
ə
ɛ
ɛː
ɛ̃
ɨ
ɨː
ɨ̃
ɪ
ɰ
ɾ
ʂ
ʊ
ʐ
