a
d
e
h
i
j
k
kʷ
l
m
n
o
p
s
s͜t
t
t͜s
t͜ɫ
t͜ɬ
t͡s
t͡ɬ
t͡ʃ
u
w
ŋ
ɔ
ɪ
ɬ
ɸ
ɾ
ʃ
β
