a
aː
b
d
e
eː
h
i
i̯
j
k
l
m
n
n̥
o
oː
p
r
r̥
s
t
u
uː
u̯
v
w
x
ð
ŋ̊
ə
ɡ
ɨ
ɨː
ɨ̯
ɬ
ʉ
ʉ̯
θ
χ
