a
e
h
i
j
k
kʰ
kʼ
l
m
n
o
p
s
t
tʰ
tʼ
t͡s
t͡sʰ
t͡sʼ
t͡ɬ
t͡ɬʰ
t͡ɬʼ
t͡ʃ
t͡ʃʰ
t͡ʃʼ
u
w
x
xʷ
z
z̺
ŋ
ə
ɣ
ɬ
ʃ
