a
b
d
e
f
fː
h
i
i̯
j
k
l
lː
m
n
o
p
r
s
sː
t
t͡s
t͡ʃ
u
u̯
v
w
z
ŋ
ɑ
ɡ
ɪ
ɾ
ʃ
ʒ
