a
aː
b
b̥
d
d̥
d̥͡s
e
eː
f
fː
h
i
iː
i̯
j
k
kʰ
kː
k͡x
l
lː
l̩
m
m̩
n
nː
o
oː
p
pʰ
pː
p͡f
r
r̩
s
sː
t
tʰ
tː
t͡s
t͡ʃ
u
uː
u̯
v
v̥
w
x
xː
y
yː
z
z̥
æ
æː
ç
ø
øː
ŋ
œ
ɐ
ɑ
ɑː
ɒ
ɒː
ɔ
ɔː
ə
ə̯
ɛ
ɛː
ɡ
ɡː
ɡ̊
ɡ̊ː
ɡ̥
ɣ̊
ɪ
ɪː
ɾ
ʁ
ʁ̥
ʃ
ʊ
ʋ
ʏ
ʒ̊
χ
