a
aː
b
bʷ
d
e
eː
e̯
h
i
iː
i̯
j
k
kʼ
l
l̠
m
n
o
oː
o̞
o̯
p
pʼ
q
qʼ
q͡χ
r
r̥
s
sʼ
t
tʰ
tʼ
tː
t͡s
t͡sʼ
t͡ʃ
t͡ʃʼ
u
uː
u̯
v
w
x
y
yː
z
ã
æ
æː
ø
ø̯
ħ
ħʷ
ɐ
ɑ
ɑː
ɔ
ɔː
ɔ̯
ə
ɛ
ɡ
ɫ
ɾ
ʁ
ʁʷ
ʃ
ʃʼ
ʊ
ʌ
ʒ
ʔ
ʕ
χ
χʷ
