a
aː
b
d
e
eː
f
h
i
iː
j
k
kː
l
lː
m
mː
n
nː
o
oː
p
pː
q
r
s
sˤ
sˤː
t
tˤ
u
uː
v
w
wː
x
z
æ
ð
ă
ħ
ɑ
ɑː
ɔ
ɔː
ə
ɛ
ɡ
ɣ
ɪ
ʃ
ʔ
ʕ
θ
