a
a᷉
b
bʰ
d
e
f
h
i
j
jʰ
k
kʰ
l
m
mʱ
n
o
p
pʰ
q
r
rʱ
s
sʰ
t
tʰ
u
w
x
z
á
é
í
ó
õ
ú
ĩ
ĩ́
ŋ
ũ
ɕ
ɕʰ
ɖ
ɖʰ
ɡ
ɡʰ
ɣ
ɲ
ɳ
ɽ
ʂ
ʂʰ
ʈ
ʈʰ
ʐ
ʐʰ
ʑ
ṹ
ẽ
ẽ́
