a
b
d
d̪
d͡s
e
f
h
i
i̯
j
k
l
l̟
l̪
m
n
n̟
n̪
o
p
r
s
s̪
t
t̪
t͡s
t͡ɕ
t͡ʃ
u
u̯
w
x
z
ã
ð
ð̞
ð̞͡s
õ
ø
ĩ
ŋ
ũ
ɕ
ɖ
ɟ͡ʝ
ɡ
ɣ
ɣ̞
ɦ
ɱ
ɲ
ɾ
ʂ
ʃ
ʎ
ʐ
ʝ
β
β̞
θ
ẽ
