a
aː
a̝
a̝̝
a̠
b
c
d
d̪
e
eː
e̝
e̝̝
e̯
f
h
i
iː
i̯
j
k
l
lʲ
l̪
m
n
nʲ
n̪
o
oː
o̝
o̝̝
o̞
o̯
p
r
s
s̝
s̠
s̺
s̻
t
t̪
t͡s
t͡ʃ
u
u̯
v
w
x
z
z̺
z̻
ã
ä
æ
ð
ð̝
ð̞
õ
ħ
ĩ
ŋ
ũ
ɐ
ɑ
ɔ
ɔː
ɔ̃
ɗ
ɛ
ɛː
ɛ̃
ɟ
ɟ͡ʝ
ɡ
ɣ
ɣ̞
ɨ
ɪ
ɪ̃
ɪ̯
ɫ
ɰ
ɱ
ɲ
ɳ
ɸ
ɾ
ɾ̝
ʁ
ʃ
ʊ
ʊ̃
ʊ̯
ʎ
ʝ
ʲt
β
β̞
θ
θ̝
χ
ẽ
‿
