a
aː
aːː
aːᶢ
aᶢ
b
d
d͡ʒ
e
eː
f
h
i
iː
iːᵑ
iᵑ
iᶢ
iⁿ
j
jʱ
k
kʰ
kʷ
l
m
mʱ
m̩
m̩ᵑ
m̩ᶢ
mᵑ
mᶢ
n
nʱ
o
oː
oᵑ
p
pʰ
pʼ
r
s
t
tʰ
tʰʷ
tʼ
t͡sʼʷ
u
uː
uːᵑ
uᵑ
v
w
x
z
à
á
áː
áːᵑ
áːᶢ
áᵑ
áᶢ
áꜜ
âː
é
éː
êː
ì
í
íː
íːᵑ
íːᶢ
íᵐ
íᵑ
íᶢ
íⁿ
î
îː
îːᵑ
îːᶢ
ò
ó
óː
óːⁿ
óᵑ
ôː
ù
ùː
ú
úː
úːᵑ
úːᶢ
úᵑ
úᶢ
ûː
ûːᶢ
ŋ
ǀ
ǀʰ
ǀʱ
ǁ
ǁʰ
ǁʱ
ǃ
ǃʰ
ǃʱ
ǎː
ǔːᵑ
ɓ
ɔː
ɔ̀ː
ɛ
ɠ
ɡ
ɡʷ
ɦ
ɬ
ɮ
ɮʱ
ɮ̈
ɲ
ʃ
ʒ
ʔ
ᵑǀ
ᵑǀʱ
ᵑǁ
ᵑǃ
ᵑǃʱ
ᶢǀʱ
ᶢǁʱ
ᶢǃʱ
ḿ̩
ḿ̩ᵑ
ḿ̩ᶢ
ⁿɮʱ
