a
aː
b
bʱ
d
d͡z
d͡ʒ
e
e̯
f
h
i
iː
i̯
j
k
l
m
m̩
n
n̪
o
oː
o̞
o̯
p
p̚
r
s
t
tʰ
t̪
t͡s
t͡ʃ
u
uː
u̯
v
w
x
y
yː
z
|
~
ã
ãː
ãᵑ
ãⁿ
ä
æ
æː
æ̃
æ̈
õ
ø
ħ
ĩ̯
ĩᵑ
ŋ
œ
œː
œ̃
œ̈
œ̯
ɐ
ɑ
ɑː
ɑ̃
ɑ̃ː
ɒ
ɒː
ɒ̃
ɔ
ɔː
ɔ̃
ɔ̯
ɔᵑ
ɘ
ə
ə̆
ə̯
ɚ
ɛ
ɛː
ɛ̃
ɛ̃ː
ɛ̃ᵑ
ɛ̝ː
ɛ̞
ɛ̯
ɜ
ɝ
ɡ
ɥ
ɪ
ɪː
ɪ̃
ɪ̥
ɪ̯
ɪ̯̃
ɲ
ɶ̝
ɹ
ɾ
ʀ
ʀ̥
ʁ
ʁ̥
ʃ
ʊ
ʊː
ʊ̯
ʊ̯̃
ʌ
ʏ
ʒ
ʔ
ʙ
ʙ̥
ʰø
˞
χ
ẽ
ẽ̯
ẽᵑ
‿
