a
aː
aˑ
b
c
d
d͡ʒ
e
f
h
i
iː
j
jː
k
l
lː
m
n
nː
o
oː
o̞
p
r
s
t
t̚
t͡ʃ
u
uː
v
x
y
z
ä
æ
ø
ŋ
œ
ɑ
ɑː
ɑ̈
ɒ
ɔ
ɛ
ɟ
ɡ
ɣ
ɪ
ɫ
ɫː
ɯ
ɰ
ɲ
ɳ
ɾ
ʃ
ʊ
ʋ
ʏ
ʐ
ʒ
ʔ
β
