a
aː
aˤ
aˤː
b
d
d͡z
d͡ʒ
f
iː
j
k
l
m
n
p
r
s
t
t͡s
t͡ʃ
u
uː
v
w
z
ħ
ɔ
ɔː
ɔˤː
əˤ
əˤː
ɛ
ɛː
ɛˤː
ɡ
ɣ
ɪ
ɪː
ɪˤː
ʃ
ʒ
ʔ
ː
‿
