a
aː
b
bʱ
bː
bᵊ
d̪
d̪ʱ
d̪ː
d̪ːʰ
d̪̪
d̪ᵊ
d͡z
d͡ʒ
d͡ʒʱ
d͡ʒː
d͡ʒᵊ
e
eʱ
eː
f
h
i
iː
j
jː
jᵊ
k
kʰ
kː
l
lː
l̪
m
mʱ
mː
mᵊ
n
nʱ
nː
nᵊ
o
oː
p
pʰ
pː
q
qː
r
rː
s
sː
t
t̪
t̪ʰ
t̪ː
t̪̤
t͡ʃ
t͡ʃʰ
t͡ʃʰᵊ
t͡ʃːʰ
u
uː
v
w
x
xʷ
xː
z
zː
z̥
~
ãː
ä
äː
ä̃ː
õ
õː
ē
ĕ
ĩː
ŋ
ō
ũː
ɑ
ɑː
ɑ̃ː
ɑ̃ːᵑ
ɒ
ɔ
ɔː
ɔ̃ː
ɖ
ɖʱ
ɖː
ə
ə̃
ə̯
ə͡iː
ə͡ĩː
əᵊ
ɛ
ɛʱ
ɛː
ɛ̃ː
ɜː
ɡ
ɡʱ
ɡː
ɣ
ɦ
ɪ
ɪ̃
ɪ̯
ɲ
ɳ
ɽ
ɽʱ
ɾ
ɾᵊ
ʃ
ʃː
ʈ
ʈʰ
ʈʱ
ʈː
ʊ
ʊ̃
ʋ
ʋː
ʋᵊ
ʌ
ʒ
ʔ
ʕ
ʰ
ʱ
ẽː
⁽ʱ
⁾
◌̃
