a
b
bʲ
d
dː
d͡z
d͡zʲ
d͡zʲː
d͡ʐ
d͡ʐʲ
e
f
fʲ
i
j
k
kʲ
kʲː
lʲ
lʲː
m
mʲ
n
nʲ
nʲː
nː
o
p
pʲ
r
s
sʲ
sʲː
sː
t
tː
t͡s
t͡sʲ
t͡sʲː
t͡sː
t͡ʂ
t͡ʂː
u
u̯
u̯ʲ
v
vʲ
w
x
xʲ
z
zʲ
ɛ
ɡ
ɡʲ
ɣ
ɣʲ
ɨ
ɫ
ʂ
ʂː
ʐ
ʐː
ː͡s
ː͡ʂ
