a
aː
aːⁿ
aᵐ
aᵑ
aᶯ
aⁿ
b
bː
d
dˤ
d̚
d̪
d̪ː
d͡ʒ
d͡ʒː
e
eː
eᵐ
eᵑ
eⁿ
f
h
i
iː
iːⁿ
iᵐ
iᵑ
iⁿ
j
jː
k
kː
k̚
l
lː
m
mː
n
n̪
n̪ː
o
oː
oᵐ
oᵑ
oᶯ
p
p̚
q
r
r̥
s
sː
sˤ
s̪
s̺
s̺ː
t
tˀ
tː
tˤ
t̚
t̪
t̪ː
t͡ɕ
t͡ʃ
u
uː
uᵐ
uᵑ
uᶯ
uⁿ
v
w
x
z
z̺
~
ä
äː
äᵐ
äᵑ
äᶯ
äⁿ
æ
æː
ð
ðˤ
ħ
ŋ
ɖ
ɖ̚
ə
əː
ə̃ː
əᵐ
əᶯ
əⁿ
ɡ
ɣ
ɭ
ɭː
ɲ
ɳ
ɽ̊
ɾ
ɾː
ʂ
ʃ
ʈ
ʈː
ʈ̚
ʋ
ʋː
ʒ
ʒː
ʔ
ʕ
θ
‿
