a
aː
aˑ
b
d
d͡ʒ
e
e̞
e̞ˑ
h
i
iː
iˑ
j
k
kʷ
l
m
n
p
s
sː
t
t͡ʃ
u
uː
uˑ
w
z
à
æː
è
ì
ù
ɑ̹
ɑ̹ˑ
ɒˑ
ə
ə̀
ɛ
ɡ
ɡʷ
ɪ
ɵ̞
ʃ
ʌ̽
ʒ
˧˦
˧˦ˑ
˨
˨˦
