a
b
bʲ
d
dʲ
e
f
h
i
iː
j
k
lʲ
m
mʲ
mˀ
n
nʲ
o
p
pʲ
r
rʲ
s
sʲ
sʲˀ
t
tʲ
t͡s
t͡sʲ
t͡sʲˀ
t͡ɕ
u
uː
w
wʲ
z
zʲ
æ
ç
ŋ
ɐ
ə
ə̥
ɡ
ɣ
ɤ
ɨ
ɨː
ɫ
ɫˀ
ɵ
ʉ
ʉː
ʌ
ʔ
