a
aː
b
d
e
eː
f
h
i
iː
j
k
l
m
n
o
oː
p
r
s
t
u
uː
w
z
à
àː
á
áː
ã
ãː
ã̀
ã̀ː
ã́
ã́ː
è
é
éː
é̃
í
ò
òː
ó
õ
õ̀
ù
ú
ĩ̀
ŋ
ǎ
ɔ
ɔ̀ː
ɔ́
ɔ́ː
ɛ
ɛ̀
ɛ́
ɛ̃
ɡ
ɣ
ɪ
ɪ̀
ɪ́
ɾ
ʊ
ʊ́
ʊ̌
ʔ
ẽ
ẽ́
