a
b
d
d͡ʒ
e
f
h
i
i̯
j
k
l
m
n
o
p
r
s
t
t͡s
t͡ʃ
u
u̯
v
w
y
z
ŋ
ɔ
ɛ
ɡ
ɾ
ʃ
ʒ
