a
aː
aᵐ
aᶯ
aⁿ
b
d
d̚
d̪
d͡ʒ
e
eː
eⁿ
h
i
iː
iᵑ
iⁿ
j
k
k̚
l
lː
m
m̃
n
n̪
o
oː
p
p̚
r
s
s̪
t
t̚
t̪
t͡ʃ
u
uː
uᵐ
uⁿ
v
w
ä
æ
æː
æⁿ
ŋ
ɖ
ə
əᵐ
əᵑ
əᶯ
əⁿ
ɡ
ɡʱ
ɭ
ɲ
ɳ
ɾ
ʃ
ʈ
ʋ
ᵐb
ᵑɡ
ᶯɖ
ⁿd
