a
aʰ
aː
aːʰ
eː
eːʰ
h
i
iʰ
iː
j
k
kʷ
m
mʷ
n
o
oʰ
oː
oːʰ
p
pʷ
s
sʷ
t
tʷ
t͡s
w
ɑː
ɡ
ɪ
ɪʰ
ʊ
ʊʰ
ʌ
ʌʰ
