a
aː
aˑ
b
d
d̪
d͡z
d͡ʒ
e
eː
e̞
f
h
i
iː
i̯
j
k
kʰ
l
m
mː
m̩
n
o
oː
o̞
p
q
q̟
r
rˤ
s
sˀ
sˤ
t
tʰ
tˀ
tˤ
tˤː
t̪
t͡s
t͡ʃ
u
uː
u̯
v
w
x
z
zː
ä
äː
æ
æ̆
é
ð
õ
ø
øː
ă
ĕ
ħ
ŋ
ŏ
œ
ŭ
ɑ
ɑː
ɔ
ɔː
ə
ɛ
ɛː
ɡ
ɣ
ɨ
ɪ
ɪ̯
ɬ
ɸ
ɾ
ʀ
ʀ̟
ʁ
ʃ
ʊ
ʒ
ʔ
ʔː
ʕ
β
θ
χ
