a
b
d
d͡z
d͡ʐ
d͡ʑ
f
i
j
k
l
m
n
o
p
r
s
t
t͡s
t͡ɕ
t͡ʂ
u
v
w
x
z
ã
ɔ
ɔ̃
ɕ
ɛ
ɡ
ɨ
ɲ
ʂ
ʐ
ʑ
