a
aː
b
d
e
eː
f
h
i
iː
j
k
kʷ
l
m
n
o
p
p̚
s
t
tʰ
t̚
t͡ɕ
u
uː
v
w
x
xʷ
ŋ
ɔ
ɔː
ə
əː
ə̯
ɛ
ɛː
ɨ
ɨː
ɰ
ɲ
ʔ
˥
˦
˦˥
˧˩
˧˩ˀ
˨
˨˩
˨˩ˀ
