a
aʰ
aʱ
aː
aᵇ
b
bʱ
d
dʱ
e
f
h
i
iʱ
iː
j
k
kʰ
kʱ
kˣ
l
m
n
nʱ
o
oʱ
oː
p
pʰ
q
qʰ
s
t
tʰ
tʱ
u
uʱ
uː
w
x
xʰ
z
zʱ
ã
ãʱ
é
ó
ĩ
ŋ
ũ
ɒ
ɒ̃ʱ
ɔ
ɔʱ
ɔʴ
ɔː
ɔ̃
ɕ
ɛ
ɛʱ
ɛ̃
ɡ
ɡʱ
ɦ
ɪ
ɸ
ɹ
ɹʱ
ɾ
ʊ
ʊ̃
ʑ
β
ẽ
