a
aː
b
c
d
e
eː
e̝
f
h
i
iː
i̯
j
k
kʰ
l
m
n
o
p
pʰ
r
r̥
s
t
tʰ
t͡s
t͡sʼ
u
uː
u̯
v
w
x
y
yː
y̌ː
z
àː
á
áː
â
âː
ç
é
ê
êː
í
îː
ð
ó
ô
ôː
ûː
ý
ě
ěː
ŋ
ŷː
ǎ
ǎː
ǐː
ǒ
ǔː
ɔː
ɔ̂ː
ɔ̌ː
ɛ
ɛː
ɛ̂ː
ɛ̌ː
ɟ
ɡ
ɣ
ɲ
ɸ
ʍ
ʝ
β
θ
