a
aː
a̯
b
d
eː
f
h
i
iː
i̯
j
k
l
m
n
o
oː
p
r
s
t
tʲ
u
uː
u̯
v
x
y
yː
z
ç
ð
øː
ŋ
œ
œː
ɐ̯
ɑ
ɒ
ɒː
ɔ
ɔː
ə
ə̯
ɛ
ɛː
ɡ
ɪ
ɪ̯
ɲ
ʀ
ʂ
ʃ
ʊ
ʌː
ʏ
