a
aː
b
c
d
d͡z
d͡ʒ
e
eː
e̞
e̞ː
f
h
i
iː
i̯
j
k
l
lʲ
l̩
l̩ː
m
n
n̩
o
oː
o̞
o̞ː
p
r
r̩
r̩ː
s
t
t͡s
t͡sː
t͡ʃ
u
uː
u̯
v
w
x
y
z
æ
ø
øː
ŋ
œ
ɐ̯
ɔ
ɔː
ɛ
ɛː
ɟ
ɡ
ɦ
ɪ
ɫ
ɫ̩
ɫ̩ː
ɲ
ʃ
ʊ
ʊ̯
ʋ
ʎ
ʒ
