a
aː
b
d
d͡ʒ
e
h
hʷ
i
iː
j
k
kʰ
kʷʰ
kʼ
k͡x
l
m
n
o
oː
p
pʰ
s
sʰ
sʼ
t
tʰ
tʼ
tˡ
t͡l
t͡s
t͡sʰ
t͡sʼ
t͡ɬʰ
t͡ɬʼ
t͡ʃ
t͡ʃʰ
t͡ʃʼ
w
x
xʷ
z
à
àː
á
áː
ãː
èː
é
éː
êː
ì
ìː
í
íː
îː
ò
òː
ó
óː
ôː
õ
õ̀
õ̂ː
ĩ̀
ĩ́
ĩ́ː
ĩ̂ː
ń̩
ǹ̩
ɑ
ɑ̀
ɑ̀ː
ɑ́
ɑ́ː
ɑ̂ː
ɑ̃̀
ɑ̃̀ː
ɑ̃́
ɑ̃́ː
ɔ̀
ə
ɛ
ɛ̀
ɛ́
ɛ́ː
ɡ
ɣ
ɪ
ɪ̀
ɪ́
ɪ̃́
ɬ
ɬʰ
ɬʼ
ʃ
ʃʰ
ʃʼ
ʊ
ʒ
ʔ
ʝ
˦˨
˨
˩
θ
ṍ
ẽ̀ː
ẽ̂ː
