a
aː
a̯
b
c
d
d͡z
d͡ʒ
e
eː
eˑ
e̯
f
h
i
iː
i̯
j
k
l
m
n
nʲ
o
oː
p
r
s
t
t͡s
t͡ʃ
u
uː
u̯
v
w
x
y
yː
y̯
z
ãː
æ
æː
æ̃ː
ç
ð
ø
øː
ø̃ː
ŋ
œ
œː
œᵄ
ǀ
ɐ̯
ɑ
ɑː
ɑ̃
ɑ̯
ɒ
ɒː
ɔ
ɔː
ɖ
ɘ
ə
ə̯
ɛ
ɛː
ɜ
ɡ
ɣ
ɦ
ɪ
ɫ
ɱ
ɲ
ɶː
ʀ
ʁ
ʃ
ʃʲ
ʊ
ʊː
ʊ̯
ʋ
ʎ
ʏ
ʏ̯
ʒ
ʔ
ʝ
˦
˧
˨
χ
‿
