a
aː
a̯
b
c
cʰ
d
e
eː
f
h
i
iː
i̯
j
k
kʰ
k̚
kᵊ
l
m
n
o
oː
p
pʰ
p̚
r
s
t
tʰ
t̚
t͡ɕ
t͡ɕʰ
u
uː
w
à
æ
æː
ì
ŋ
ǐ
ɓ
ɔ
ɔː
ɔ̌
ɗ
ə
ɛ
ɛː
ɤ
ɤː
ɨ
ɨː
ɯ
ɯː
ʔ
˥˩
˦˥
˧
˨˧˩
˨˨
˨˩
˩˩˦
