a
aː
a̯
b
bʲ
bʷ
bˠ
c
cʲ
d
dʲ
dˠ
d̠͡ɹ̝ˠ
d̪
d̪ˠ
d͡ʒ
e
eː
f
fʲ
fʷ
fˠ
h
hʲ
hˠ
i
iː
iːʲ
iˑ
i̯
j
k
kʰ
kʰʲ
kʲ
kˠ
l
lʲ
lˠ
l̠
l̠ʲ
l̪
l̪ʲ
l̪ˠ
l̪̥ˠ
m
mʲ
mˠ
n
nʲ
nˠ
n̠
n̠ʲ
n̠ˠ
n̪
n̪ˠ
n͈
o
oː
p
pʲ
pˠ
r
rʲ
rˠ
r̪ˠ
s
sʲ
sˠ
s̪
s̪ˠ
t
tʲ
tˠ
t̠͡ɹ̝ˠ
t̪
t̪ʰ
t̪ˠ
t͡ʃ
u
uː
uˑ
u̯
v
vʲ
vʷ
vˠ
w
wˠ
w̃
w̥
x
xː
xˠ
z
ã
ãː
æ
æː
ç
ë
ëː
õ
õː
ĩ
ĩː
ĩ̠
ĩ̠ː
ŋ
ŋʲ
ŋˠ
ũ
ũː
ɑ
ɑː
ɑ̃
ɑ̃ː
ɑ̈
ɑ̯
ɔ
ɔː
ɔ̃
ɕ
ə
əˠ
ə̃
ə̯
ɛ
ɛː
ɛ̃
ɛ̯
ɞ
ɟ
ɡ
ɡʲ
ɡˠ
ɣ
ɣʲ
ɣˠ
ɤ
ɤː
ɨ
ɨ̞
ɨ̞̃
ɨ̥
ɨ̹
ɪ
ɪː
ɪ̃
ɪ̯
ɪ̽
ɫ̪
ɯ
ɯː
ɯ̃ː
ɯ̯
ɯ̽
ɰ
ɲ
ɴˠ
ɹ
ɽ
ɾ
ɾʲ
ɾˠ
ɾ̥ˠ
ɾ̪ˠ
ʂ
ʃ
ʊ
ʊ̃
ʌ
ʍ
ʝ
ʲeː
̪
χ
ṽʲ
ẽː
ꜜa
