a
b
d
d͡ʒ
e
h
i
j
k
kʰ
l
l̩
m
m̩
n
n̩
o
p
pʰ
r
r̩
s
t
tʰ
t̪
t͡ʃ
u
w
ŋ
ɔ
ɛ
ɟ
ɲ
ʔ
