a
b
bʲ
d
dʲ
d͡ʒ
e
e̘
e̞
f
fʲ
h
i
iʲ
j
jː
k
kʰ
kʰʲ
kʲ
l
lʲ
lˠ
m
mʲ
n
nʲ
nː
n̻̪
o
o̙
o̞
p
pʲ
q
qʰ
qː
r
rʲ
rʲː
s
sʲ
t
tʰ
tʲ
tʲː
tː
t̻̪
t͜s
t͡s
t͡ɕ
t͡ʃ
u
v
vʲ
w
w̜
x
xʲ
y
z
zʲ
æ
ø
ø̞
ú
ŋ
ŏ̙
œ
ɐ
ɑ
ɑː
ɑ̙ː
ɑ̝
ɑ̝̙
ɔ
ɕ
ɘ
ɘ̥̆
ə
ə̝̙
ə̠
ɛ
ɡ
ɡʲ
ɣ
ɤ
ɨ
ɪ
ɪ̯
ɪ̯ː
ɫ
ɯ
ɴ
ɵ
ɾ
ɾʲ
ʁ
ʂ
ʂʲ
ʃ
ʉ
ʉ̞
ʊ
ʏ
ʏ̯
ʐ
ʐʲ
ʑ
ʒ
ʕ
ʲe
ʲo
ʲɛ
χ
