:
a
b
bʱ
d
dʱ
d͡z
e
h
i
j
k
kʰ
l
m
n
o
p
pʰ
r
s
t
tʰ
t͡s
u
w
ã
ŋ
ɖ
ɖʱ
ɛ
ɡ
ɡʱ
ʈ
ʈʰ
ʌ
ʔ
