a
e
f
i
k
kʰ
l
m
n
o
p
pʰ
s
t
tʰ
t͡s
t͡sʰ
t͡ɕ
t͡ɕʰ
u
v
x
y
z̩
²
¹
æ̃
ŋ
ɑ
ɔ
ɔː
ɕ
ə
ɛ
ɻ
ʂ
ʈ͡ʂ
ʈ͡ʂʰ
ʐ
ʐ̩
⁰
⁴
⁵
