a
aː
b
c
d
d͡ʒ
e
eː
f
fʲ
h
i
j
k
kʲ
l
lʲ
m
mʲ
n
nː
o
oː
p
q
qː
r
rʲ
s
sʲ
sː
t
t͡s
t͡ɕ
t͡ʃ
u
uː
v
w
y
yː
z
zʲ
æ
ø
øː
ŋ
œ
ǎ
ɑ
ɑː
ɔ
ɔː
ə
ɛ
ɟ
ɡ
ɡʲ
ɢ
ɣ
ɪ
ɫ
ɬ
ɯ
ɯː
ɾ
ʁ
ʃ
ʉ
ʊ
ʒ
ʲo
β
β̞
χ
