a
a̯
e
h
i
j
k
kʰ
l
m
n
o
p
pʰ
s
sʰ
t
tʰ
u
v
w
y
²
³
¹
ü
ŋ
ɑ
ɑː
ɒ
ə
ɛ
ɛ̯
ɪ
ɲ
ʃ
ʃʰ
ʊ
ʔ
⁵
