a
b
c
d
d̠
d͡z
d͡ʒ
e
f
i
j
k
l
m
n
o
p
r
s
t
t͡s
t͡ʃ
u
v
w
x
z
ɔ
ɖ
ɛ
ɡ
ɬ
ɮ
ɲ
ʃ
ʎ
ʒ
β
‿
