a
aː
b
f
h
i
iː
j
k
l
m
n
o
oː
p
s
t
t͡ʃ
w
y
á
áː
ãː
ã́ː
ç
éː
í
ó
óː
õː
ĩː
ə
ə́
ɪ
ɪ́
ɬ
ʃ
ʊ
ʊ́
ʔ
θ
ṍː
