a
a̤
b
d
d͡ʒ
e
e̤
h
i
i̤
j
k
kʰ
l
m
n
o
p
pʰ
r
s
sʰ
t
tʰ
u
v
w
z
ŋ
ɔ
ɔ̤
ə
ɛ
ɛ̤
ɡ
ɯ
ɯ̤
ɯ̤ᵊ
ɯᵊ
ɲ
ʂ
ʃ
ʔ
˦
˧
˨
