a
aː
b
bʰ
bʱ
d
d̪
d̪ʰ
d̪ʱ
d͡ʒ
e
eː
h
i
iː
i̯
j
j̃
k
kʰ
kː
l
m
n
n̪
o
oː
p
pʰ
r
s
s̪
t
t̪
t̪ʰ
t͡ʃ
t͡ʃʰ
u
uː
u̯
w
x
ĩ
ŋ
ɐ
ɑ
ɑː
ɔ
ɔː
ɖ
ɖʱ
ə
ə̃
ɛ
ɡ
ɡʱ
ɦ
ɪ
ɪ̯
ɭ
ɲ
ɳ
ɻ
ɾ
ʂ
ʃ
ʈ
ʈʰ
ʊ
ʋ
