a
aː
d
d͡ɮ
d͡ʒ
e
h
i
iː
j
k
kʰ
kʷ
kʷʰ
l
m
n
n̥
o
oː
s
t
t͡s
t͡ɬ
u
v
y
z
à
ã́
í
î
ò
ú
ǒː
ɐ
ɑ
ə
ə̃
ɡ
ɡʷ
ɰ
ʃ
ʊ
ʔ
˧
˧˨
˨
⁽ʰ
⁾
