a
aː
b
e
eː
h
i
iː
j
k
kʷ
l
lː
m
n
o
oː
p
s
t
t͡s
t͡ɬ
t͡ʃ
u
w
á
ɛ
ɡ
ɬ
ɸ
ɾ
ʃ
ʔ
