a
aː
b
c
d
d͡ʒ
e
eː
f
h
i
iː
j
k
l
m
n
o
oː
p
r
s
t
t͡ʃ
u
uː
w
y
ä
ŋ
ɡ
ɲ
ɾ
ʔ
