a
aː
b
bː
bˤ
d
dː
d̚
d͡ʒ
d͡ʒː
e
eː
f
fː
h
hː
i
iː
j
jː
k
kː
l
lː
lˤ
m
mː
n
nː
o
oː
p
q
qː
r
rː
s
sː
sˤ
t
tˀ
tˤ
tˤː
t͡ʃ
t͡ʃː
u
uː
w
wː
x
y
yː
z
ð
ðˤ
ħ
ħː
ŋ
ɐ
ɑ
ɑː
ɘ
ə
ɡ
ɡː
ɣ
ɨ
ɪ
ɪ̯
ɫ
ɫː
ʁ
ʃ
ʃː
ʊ
ʔ
ʕ
θ
χ
χː
‿
