a
aː
e
eː
f
h
i
iː
j
k
kʲ
kʷ
l
m
mʲ
n
o
oː
p
pʲ
r
s
t
u
uː
z
³
ŋ
ɓ
ɕ
ɗ
ɣ
ɯ
ɯː
ɲ
ʔ
˥
˦˥˧
˦˨
˧
˧˥
˧˩
˨˦
β
θ
⁴
