a
aː
b
d
d̪
d͡ʑ
d͡ʒ
e
h
i
iː
j
k
l
lː
m
n
o
oː
p
pʰ
qʰ
r
s
t
tʰ
t̚
t̪
t͡ʃ
u
uː
x
y
yː
z
~
æ
æː
ð
ø
øː
ŋ
œ
ɑ
ɑː
ɔ
ɔː
ɕ
ɛ
ɡ
ɡʰ
ɢ
ɣ
ɨ
ɨː
ɪ
ɪː
ɫ
ɯ
ɯː
ɸ
ɾ
ʁ
ʁʰ
ʃ
ʊ
ʊː
ʏ
ʒ
β
θ
