a
aː
b
bː
d
dː
d͡ʒ
d͡ʒː
e
eː
f
fː
h
hː
i
iː
j
jː
k
kʼ
kʼː
kː
l
lː
m
mː
n
nː
o
oː
pʼ
pʼː
r
rː
s
sː
t
tʼ
tʼː
tː
t͡ʃ
t͡ʃʼ
t͡ʃʼː
t͡ʃː
u
uː
w
wː
z
zː
ɗː
ɡ
ɡː
ɲː
ɾ
ɾː
ʃ
ʃː
ʔ
