a
aː
aːʷ
b
d
d͡aː
d͡z
d͡zʷ
d͡ɮ
d͡ʒ
d͡ʒʷ
e
f
fʼ
fˠ
fˤ
h
h̪͆
i
j
jː
k
kʰ
kʲ
kʲʼ
kʷ
kʷʼ
kʷʼː
kʼ
kʼʲ
l
lʼ
lˠ
lˤ
m
n
o
p
pʰ
pʷʼ
pʼ
pˤ
pˤʼ
q
qʰʷ
qʷ
q͡χ
q͡χʷ
r
rʲ
s
sʷ
sʼ
sˤʼ
t
tʷʼ
tʼ
tː
tˤʼ
t͡s
t͡sʷ
t͡sʼ
t͡sˤʼ
t͡t
t͡ɕ
t͡ə
t͡ʂ
t͡ʂʼ
t͡ʃ
t͡ʃʷ
t͡ʃʼ
t͡ʼ
u
v
w
x
xʷ
xː
z
zʷ
²
ħ
ɔ
ɕ
ɕʷ
ɘ
ə
əː
ɜ
ɡ
ɡʲ
ɡʲʼ
ɡʷ
ɣ
ɪ
ɬ
ɬʲ
ɬʼ
ɬˤ
ɬˤʼ
ɮ
ʁ
ʁʷ
ʂ
ʂʷ
ʂʼ
ʃ
ʃʷ
ʃʷʼ
ʃʼ
ʃʼʷ
ʐ
ʐʷ
ʑ
ʒ
ʒʷ
ʔ
ʔʲ
ʔʷ
ʕ
ʕʷ
χ
χʷ
