a
aː
b
c
c͜ʎ̥
c͜𝼆
c͜𝼆ʰ
c͜𝼆ʼ
d
e
eː
f
i
iː
j
k
kʰ
kʷ
kʷʰ
k͜xʷʼ
k͜xʼ
k͜ǀ
k͜ǀʰ
k͜ǁ
k͜ǁʰ
k͜ǃ
k͜ǃʰ
m
n
n̩
o
oː
p
pʰ
pʼ
s
sʰ
sʼ
t
tʰ
tʼ
t͜s
t͜sʰ
t͜sʼ
t͜ʃ
t͜ʃʰ
t͜ʃʼ
u
uː
w
x
xʷʼ
xʼ
z
ŋ͜ǀ
ŋ͜ǀˀ
ŋ͜ǀ̃ˀ
ŋ͜ǁ
ŋ͜ǁˀ
ŋ͜ǃ
ŋ͜ǃˀ
ɡ
ɦ
ɬ
ɺ
ʃ
ʃʰ
ʃʼ
ʎʼ
ʔ
˔ʰ
ᵏǀʰ
ᵏǁʰ
ᵏǃʰ
ᵑǀ
ᵑǀ͡ʔ
ᵑǁ
ᵑǁ͡ʔ
ᵑǃ
ᵑǃ͡ʔ
ᵑʘʷ
ᵑʘ͡ʔ
