a
a̯
b
d
d̪
e
e̯
f
h
i
i̯
j
k
l
lʲ
l̟
l̪
m
n
nʲ
n̟
n̪
o
o̯
p
r
s
t
t̪
t͡ʃ
u
uː
u̯
v
w
w̝
x
z
ã
æ
ð̞
õ
ĩ
ŋ
ũ
ə
ɚ
ɟ͡ʝ
ɡ
ɣ̞
ɪ
ɱ
ɲ
ɹ
ɾ
ʃ
ʒ
ʝ
β̞
θ
θ̬
ẽ
