a
b̥
d
d̥
d͡z̥
d͡ʑ̥
e
f
g̊
h
i
i̯
j
k
kʰ
l
m
m̩
n
nʲ
n̩
o
p
pʰ
s
t
tʰ
t͡s
t͡sʰ
t͡ɕ
t͡ɕʰ
u
u̯
v
w
x
y
y̯
z
z̩
²
³
¹
ä
æ̃
ŋ
ŋ̍
ɑ
ɑ̃
ɔ
ɔː
ɕ
ɖ͡ʐ̥
ə
ə̯
ɚ
ɛ
ɡ
ɤ
ɤ̃
ɤ̯̃
ɥ
ɨ
ɪ̯
ɻ
ɻʷ
ʂ
ʈ͡ʂ
ʈ͡ʂʰ
ʊ
ʊ̃
ʊ̯
ʐ
ʐ̩
ˀa
ˀe
ˀo
ˀä
ˀɑ
ˀɔ
ˀə
ˀɛ
ˀɤ
ˀʊ
ẑ
⁰
⁴
⁵
⁻
⁽
⁾
一
不
