a
aʰ
aː
aːʰ
aˑ
b
d
d͡ʑ
d͡ʒ
e
eʰ
eː
eˑ
e̝
e̞
e̞ʰ
e̞ː
e̞ˑ
e̯
f
fʰ
fʲ
i
iʰ
iː
iːʰ
iˑ
i̞
i̯
i͜äʰ
i͜ɔ
j
k
kʰ
kʰʲ
kʲ
k̟
k̟ʰ
k̠
k͡x
l
m
mʲ
mː
m̥
n
nʲ
nː
n̥
n̩
n̩̆
o
oː
oˑ
o̙
o̙ʰ
o̙ː
o͜ä
p
pʰ
pʰʲ
pʲ
q
qʰ
r
rʲ
r̊
r̥
s
sʰ
sʲ
sː
t
tʰ
tʰʲ
tʲ
t̚͜s̚
t̠ʲ
t͉
t͜s
t͜sʰ
t͜sː
t͜ɕ
t͜ɕʰ
t͡s
t͡sʰ
t͡ɕ
t͡ɕʰ
t͡ʃ
t͡ʃʰ
u
uʰ
uː
uːʰ
uˑ
u̘
u̯
v
w
wʲ
w̜
w̜ʲ
x
xʲ
x̟
x̠
y
yː
~
ä
äʰ
äː
äːʰ
äˑ
ä́ː
ä̠
æ
æː
æːʰ
æˑ
æ̆
æ̝
æ̝ː
æ̝ˑ
ç
ă
ĕ
ĭ
ŋ
ŋ̊
ŋ̍
ŋ̠
ŏ
ŏ̙
œ
œː
œˑ
ŭ
ɐ
ɐʰ
ɐ̆
ɑ
ɒː
ɔ
ɔʰ
ɔː
ɔˑ
ɔˑʰ
ɔ̙
ɔ̙ʰ
ɔ̙ː
ɔ̙̙
ɔ̞
ɔ̞ː
ɔ̞̙
ɔ͜i
ɕ
ɘ
ɘ̆
ɘ̝
ɘ̝̆
ə
ə̆
ə̝
ə̟
ə̠
ɛ
ɛː
ɛˑ
ɜ
ɜ̆
ɞ
ɞ̙
ɞ̙ʰ
ɟ
ɡ
ɡʲ
ɢ
ɣ
ɪ
ɪ̆
ɬ
ɬʰ
ɬʲ
ɮ
ɮʲ
ɮː
ɮːʲ
ɮ̩̆
ɲ
ɴ
ɴ̟
ɴ̟̊
ɵ
ɵː
ɵ̆
ɵ̘
ɵ̙
ɵ̝̆
ɵ̞
ɵ͜i
ɸ
ɾ
ɾʲ
ʁ
ʃ
ʃʰ
ʉ
ʉ͜i
ʊ
ʊʰ
ʊː
ʊˑ
ʊ̈
ʊ̈͜i
ʊ̘
ʊ̙
ʊ̙ː
ʊ̙̆
ʊ̞
ʊ̞̙
ʊ̞̙ː
ʊ̥
ʊ̯
ʒ
ʲ
ː̜
˕
˖
˗
˭
̙
β
β̞
χ
ḁ̈
‿
