a
aː
b
bː
d
dː
dˤ
d͡ʒ
eː
e̞
e̞ː
f
h
i
iː
j
k
l
lˤ
m
mː
n
oː
o̞
o̞ː
p
q
r
s
sˤ
t
tˤ
tˤː
t̪
u
uː
v
w
x
z
zˤ
ð
ðˤ
ħ
ŋ
ɑ
ɑː
ə
ɡ
ɡː
ɣ
ɪ
ɫ
ɱ
ɾ
ʁ
ʃ
ʊ
ʒ
ʔ
ʕ
θ
χ
