a
b̥
d̥
d̥ʲ
e
eː
eˑ
e̞
e̯
f
fː
fˑ
h
hː
hˑ
i
iː
iːː
iˑ
i̯
i̯ː
j
k
kː
kˑ
l
lʲ
lʲː
lʲːː
lː
lˑ
l̥
m
mː
mˑ
m̥
n
nʲ
nʲː
nː
nˑ
n̥
o
oː
oˑ
o̯
o̯ː
o̯̯
p
pː
pːː
pˑ
r
rː
rˑ
s
sʲ
sʲː
sː
sːʲ
sˑ
t
tʲ
tʲː
tʲˑ
tː
tːː
tˑ
u
uː
uˑ
u̯
v
v̥
w
y
yː
yˑ
z
æ
æː
æˑ
ø
øː
øˑ
ü
üː
ŋ
ɑ
ɑː
ɑˑ
ɑ̈
ɑ̈ː
ɑ̈ˑ
ɑ̯
ɡ̊
ɤ
ɤː
ɤˑ
ɦ
ʃ
ʃː
ʒ
ʒ̥
