a
a̯
b
c
cʰ
e
f
h
i
j
k
kʰ
l
l̥
lᵊ
m
m̥
mᵊ
mᵐ
n
n̥
o
p
pʰ
r
s
sᵊ
t
tʰ
u
w
ŋ
ŋ̊
ŋᵐ
ɒ
ɓ
ɔ
ɗ
ə
ɛ
ɨ
ɲ
ʄ
ʔ
ʔᵊ
ʔᵊᵐ
ˀm
ˀn
ˀŋ
ᵐb
ᵑɡ
ⁿd
