a
aː
aˑ
b
d
dʲ
d̥
d͡ʒ
e
eː
eˑ
e̞
e̞ː
f
i
iː
j
k
kʰ
kː
k̠
l
lʲ
m
n
nʲ
nː
o
oː
o̞
o̰
p
pʲ
q
r
s
t
tʰ
tʲ
tː
t͡ʃ
u
uː
w
x
x̠
y
yː
z
é
ø
øː
ø̞
ø̞ː
ŋ
ǎ
ɐ
ɐː
ɐˑ
ɐ̰
ɑ
ɑː
ɑˑ
ɔ
ɔː
ɔ̃
ɛ
ɛː
ɡ
ɡ̠
ɢ
ɣ
ɣ̠
ɤ
ɤː
ɪ
ɪː
ɪ̰
ɫ
ɯ
ɯː
ɾ
ɾʲ
ʁ
ʃ
ʃː
ʊ
ʊː
ʊ̰
ʋ
ʏ
ʏː
ʏ̌
ʒ
β
χ
ḛ
