a
b
c
d
d̪
d͡ʒ
e
e̞
f
h
h̃
i
i̯
j
k
kʰ
l
lʲ
l̪
m
n
nʲ
n̪
o
o̞
p
pʰ
r
s̺
s̻
t
tʰ
t̪
t͡s̺
t͡s̻
t͡ʃ
u
u̯
w
x
y
z
z̺
z̻
ã
ð̞
õ
õ̞
ĩ
ĩ̯
ŋ
ũ
ũ̯
ɟ
ɡ
ɣ̞
ɦ
ɱ
ɲ
ɾ
ʃ
ʎ
ʒ
β̞
ẽ
ẽ̞
