a
b
c
cʰ
d
e
f
h
i
j
k
kʰ
l
m
n
o
p
pʰ
q
qʰ
r
r̥
s
t
tʰ
tʲ
u
v
w
x
z
æ
ŋ
ə
ɡ
ɢ
ɣ
ɤ
ɲ
ʁ
χ
